Source,Target,Weight
money,but,1

but,he,1

he,gave,1

gave,me,1

me,a,1

a,great,1

great,work,1

work,ethic,1

ethic,i,1

i,always,1

always,know,1

know,a,1

a,hater,1

hater,when,1

when,they,1

they,say,1

say,my,1

my,father,1

father,gave,1

gave,me,1

me,million,1

million,when,1

when,i,1

i,was,1

was,starting,1

starting,out,1

out,i,1

i,only,1

only,wish,1

number,one,1

one,he,1

he,didnt,1

didnt,have,1

have,that,1

that,kind,1

kind,of,1

of,money,1

money,in,1

in,those,1

those,days,1

days,all,1

all,of,1

of,brooklyn,1

brooklyn,wasnt,1

wasnt,worth,1

worth,million,1

million,and,1

and,number,1

number,two,1

two,if,1

if,he,1

he,did,1

did,he,1

he,would,1

would,never,1

never,have,1

have,given,1

given,it,1

it,to,1

to,me,1

when,i,1

i,wanted,1

wanted,to,1

to,leave,1

leave,brooklyn,1

brooklyn,and,1

and,queens,1

queens,and,1

and,venture,1

venture,into,1

into,manhattan,1

manhattan,he,1

he,thought,1

thought,i,1

i,was,1

was,crazy,1

crazy,nevertheless,1

nevertheless,he,1

he,had,1

had,confidence,1

confidence,in,1

in,me,1

me,ill,1

ill,never,1

never,forget,1

forget,when,1

when,he,1

he,told,1

told,my,1

my,incredible,1

incredible,mother,1

mother,look,1

look,i,1

i,dont,1

dont,know,1

know,if,1

if,he,1

he,is,1

is,right,1

right,or,1

or,wrong,1

wrong,but,1

but,ive,1

ive,got,1

got,to,1

to,let,1

let,him,1

him,do,1

do,it,1

it,he,1

he,has,1

has,great,1

great,ability,1

ability,and,1

and,talent,1

talent,and,1

and,who,1

who,knows,1

knows,he,1

he,may,1

may,be,1

be,able,1

able,to,1

to,pull,1

pull,it,1

it,off,1

my,father,1

father,was,1

was,a,1

a,tough,1

tough,cookie,1

cookie,but,1

but,he,1

he,had,1

had,a,1

a,warm,1

warm,heart,1

heart,he,1

he,was,1

was,a,1

a,man,1

man,who,1

who,truly,1

truly,loved,1

loved,his,1

his,wife,1

wife,and,1

and,five,1

five,children,1

children,maryanne,1

maryanne,elizabeth,1

elizabeth,robert,1

robert,fred,1

fred,and,1

and,me,1

me,he,1

he,always,1

always,wanted,1

wanted,what,1

what,was,1

was,best,1

best,for,1

for,us,1

he,loaned,1

loaned,me,1

me,a,1

a,small,1

small,amount,1

amount,of,1

of,moneyloaned,1

moneyloaned,not,1

not,gavearound,1

gavearound,millionmoney,1

millionmoney,that,1

that,i,1

i,probably,1

probably,could,1

could,have,1

have,gotten,1

gotten,from,1

from,a,1

a,bankand,1

bankand,the,1

the,biggest,1

biggest,part,1

part,of,1

of,my,1

my,journey,1

journey,began,1

began,i,1

i,paid,1

paid,my,1

my,father,1

father,back,1

back,a,1

a,few,1

few,years,1

years,later,1

later,with,1

with,full,1

full,interest,1

interest,after,1

after,my,1

my,manhattan,1

manhattan,deals,1

deals,started,1

started,to,1

to,come,1

come,inand,1

inand,very,1

very,successfully,1

successfully,one,1

one,of,1

of,them,1

them,the,1

the,grand,1

grand,hyatt,1

hyatt,hotel,1

hotel,was,1

was,a,1

a,big,1

big,hit,1

hit,built,1

built,by,1

by,meon,1

meon,time,1

time,and,1

and,under,1

under,budget,1

budget,i,1

i,made,1

made,a,1

a,lot,1

lot,of,1

of,money,1

money,he,1

he,was,1

was,very,1

very,happy,1

happy,and,1

and,even,1

even,more,1

more,proud,1

proud,of,1

of,me,1

me,than,1

than,ever,1

ever,before,1

when,my,1

my,father,1

father,passed,1

passed,away,1

away,at,1

at,the,1

the,age,1

age,of,1

of,he,1

he,left,1

left,his,1

his,estate,1

estate,to,1

to,his,1

his,children,1

children,by,1

by,that,1

that,time,1

time,i,1

i,had,1

had,already,1

already,built,1

built,a,1

a,massive,1

massive,and,1

and,internationally,1

internationally,recognized,1

recognized,company,1

company,after,1

after,the,1

the,family,1

family,split,1

split,the,1

the,assets,1

assets,and,1

and,estate,1

estate,taxes,1

taxes,the,1

the,money,1

money,i,1

i,got,1

got,wasrelative,1

wasrelative,to,1

to,what,1

what,i,1

i,had,1

had,builtnot,1

builtnot,that,1

that,consequential,1

consequential,nice,1

nice,to,1

to,have,1

have,but,1

but,not,1

not,a,1

a,big,1

big,money,1

money,factor,1

factor,what,1

what,he,1

he,left,1

left,me,1

me,much,1

much,more,1

more,importantly,1

importantly,were,1

were,the,1

the,best,1

best,genes,1

genes,that,1

that,anybody,1

anybody,could,1

could,get,1

get,he,1

he,was,1

was,a,1

a,special,1

special,man,1

man,and,1

and,father,1

lets,review,1

review,the,1

the,conservative,1

conservative,scorecard,1

scorecard,and,1

and,check,1

check,my,1

my,grades,1

affordable,health,1

health,care,1

care,heres,1

heres,my,1

my,wordand,1

wordand,i,1

i,never,1

never,go,1

go,back,1

back,on,1

on,my,1

my,word,1

word,obamacare,1

obamacare,needs,1

needs,to,1

to,be,1

be,repealed,1

repealed,asapand,1

asapand,replaced,1

replaced,with,1

with,something,1

something,far,1

far,better,1

immigration,reform,1

reform,has,1

has,anybody,1

anybody,been,1

been,more,1

more,of,1

of,a,1

a,leader,1

leader,on,1

on,this,1

this,issue,1

issue,than,1

than,me,1

me,my,1

my,plan,1

plan,is,1

is,simple,1

simple,we,1

we,build,1

build,a,1

a,wall,1

wall,and,1

and,take,1

take,back,1

back,control,1

control,of,1

of,our,1

our,country,1

country,massive,1

massive,law,1

law,enforcement,1

enforcement,on,1

on,the,1

the,borders,1

borders,legal,1

legal,immigrants,1

immigrants,should,1

should,speak,1

speak,or,1

or,learn,1

learn,english,1

english,without,1

without,it,1

it,they,1

they,can,1

can,never,1

never,assimilate,1

anchor,babies,1

babies,theyre,1

theyre,here,1

here,for,1

for,one,1

one,day,1

day,and,1

and,the,1

the,child,1

child,is,1

is,entitled,1

entitled,to,1

to,a,1

a,lifetime,1

lifetime,of,1

of,benefits,1

benefits,when,1

when,others,1

others,have,1

have,spent,1

spent,a,1

a,lifetime,1

lifetime,or,1

or,their,1

their,lives,1

lives,earning,1

earning,them,1

them,this,1

this,needs,1

needs,to,1

to,end,1

the,iran,1

iran,deal,1

deal,iran,1

iran,cannot,1

cannot,be,1

be,allowed,1

allowed,to,1

to,build,1

build,a,1

a,nuclear,1

nuclear,weapon,1

weapon,thats,1

thats,not,1

not,a,1

a,threat,1

threat,its,1

its,a,1

a,statement,1

statement,of,1

of,fact,1

fact,our,1

our,allies,1

allies,and,1

and,foes,1

foes,alike,1

alike,should,1

should,take,1

take,heed,1

the,second,1

second,amendment,1

amendment,i,1

i,believe,1

believe,the,1

the,rights,1

rights,of,1

of,law,1

law,abiding,1

abiding,gun,1

gun,owners,1

owners,must,1

must,be,1

be,fully,1

fully,protected,1

defense,of,1

of,religious,1

religious,freedom,1

freedom,i,1

i,believe,1

believe,religious,1

religious,freedom,1

freedom,is,1

is,the,1

the,most,1

most,fundamental,1

fundamental,constitutional,1

constitutional,right,1

right,we,1

we,have,1

have,and,1

and,must,1

must,be,1

be,protected,1

fix,our,1

our,broken,1

broken,tax,1

tax,system,1

system,there,1

there,is,1

is,no,1

no,politician,1

politician,who,1

who,understands,1

understands,our,1

our,tax,1

tax,system,1

system,like,1

like,i,1

i,do,1

do,it,1

it,has,1

has,to,1

to,be,1

be,changed,1

changed,to,1

to,make,1

make,it,1

it,fair,1

fair,for,1

for,all,1

all,americansand,1

americansand,simplified,1

i,am,1

am,a,1

a,strong,1

strong,proud,1

proud,conservative,1

conservative,the,1

the,biggest,1

biggest,difference,1

difference,between,1

between,me,1

me,and,1

and,all,1

all,the,1

the,do,1

do,nothing,1

nothing,politicians,1

politicians,who,1

who,are,1

are,all,1

all,talk,1

talk,no,1

no,action,1

action,those,1

those,people,1

people,constantly,1

constantly,claiming,1

claiming,they,1

they,are,1

are,more,1

more,conservative,1

conservative,than,1

than,anyone,1

anyone,else,1

else,i,1

i,dont,1

dont,talk,1

talk,about,1

about,things,1

things,i,1

i,get,1

get,things,1

things,done,1

i,am,1

am,standing,1

standing,up,1

up,for,1

for,this,1

this,country,1

country,because,1

because,our,1

our,so,1

so,called,1

called,leaders,1

leaders,havent,1

havent,been,1

been,able,1

able,to,1

to,so,1

so,the,1

the,next,1

next,time,1

time,someone,1

someone,questions,1

questions,my,1

my,conservative,1

conservative,credentials,1

credentials,show,1

show,them,1

them,this,1

this,list,1

lucky,to,1

to,be,1

be,an,1

an,american,1

i,know,1

know,how,1

how,lucky,1

lucky,i,1

i,am,1

am,the,1

the,day,1

day,i,1

i,was,1

was,born,1

born,i,1

i,had,1

had,already,1

already,won,1

won,the,1

the,greatest,1

greatest,lottery,1

lottery,on,1

on,earth,1

earth,i,1

i,was,1

was,born,1

born,in,1

in,the,1

the,united,1

united,states,1

states,of,1

of,america,1

america,with,1

with,that,1

that,came,1

came,the,1

the,amazing,1

amazing,opportunities,1

opportunities,that,1

that,every,1

every,american,1

american,citizen,1

citizen,has,1

has,the,1

the,right,1

right,to,1

to,become,1

become,the,1

the,best,1

best,possible,1

possible,person,1

person,you,1

you,can,1

can,be,1

be,the,1

the,right,1

right,to,1

to,be,1

be,treated,1

treated,equally,1

equally,with,1

with,all,1

all,other,1

other,americans,1

americans,the,1

the,right,1

right,to,1

to,speak,1

speak,freely,1

freely,and,1

and,by,1

by,the,1

the,way,1

way,i,1

i,take,1

take,that,1

that,right,1

right,very,1

very,seriously,1

seriously,the,1

the,right,1

right,to,1

to,practice,1

practice,the,1

the,religion,1

religion,of,1

of,your,1

your,choice,1

choice,the,1

the,way,1

way,you,1

you,choose,1

choose,the,1

the,right,1

right,to,1

to,achieve,1

achieve,as,1

as,much,1

much,as,1

as,your,1

your,own,1

own,hard,1

hard,work,1

work,and,1

and,talent,1

talent,allow,1

allow,the,1

the,right,1

right,to,1

to,be,1

be,secure,1

secure,in,1

in,your,1

your,home,1

home,thanks,1

thanks,to,1

to,the,1

the,greatest,1

greatest,law,1

law,enforcement,1

enforcement,agencies,1

agencies,anywhere,1

anywhere,and,1

and,the,1

the,privilege,1

privilege,of,1

of,raising,1

raising,your,1

your,family,1

family,knowing,1

knowing,that,1

that,you,1

you,are,1

are,protected,1

protected,by,1

by,the,1

the,men,1

men,and,1

and,women,1

women,of,1

of,the,1

the,finest,1

finest,military,1

military,forces,1

forces,in,1

in,the,1

the,world,1

i,think,1

think,my,1

my,parents,1

parents,must,1

must,have,1

have,known,1

known,how,1

how,proud,1

proud,i,1

i,would,1

would,be,1

be,to,1

to,be,1

be,an,1

an,american,1

american,i,1

i,was,1

was,born,1

born,on,1

on,flag,1

flag,day,1

day,june,1

ill,tell,1

tell,you,1

you,how,1

how,proud,1

proud,i,1

i,am,1

am,to,1

to,be,1

be,an,1

an,american,1

american,you,1

you,may,1

may,have,1

have,heard,1

heard,that,1

that,i,1

i,own,1

own,a,1

a,house,1

house,in,1

in,palm,1

palm,beach,1

beach,florida,1

florida,its,1

its,called,1

called,mar,1

mar,a,1

a,lago,1

lago,which,1

which,means,1

means,sea,1

sea,to,1

to,lake,1

it,has,1

has,rooms,1

rooms,its,1

its,listed,1

listed,as,1

as,a,1

a,national,1

national,historic,1

historic,landmark,1

landmark,because,1

because,it,1

it,is,1

is,one,1

one,of,1

of,the,1

the,most,1

most,beautiful,1

beautiful,homes,1

homes,ever,1

ever,built,1

built,it,1

it,was,1

was,built,1

built,by,1

by,e,1

e,f,1

f,hutton,1

hutton,and,1

and,his,1

his,cereal,1

cereal,heiress,1

heiress,wife,1

wife,marjorie,1

marjorie,merriweather,1

merriweather,post,1

post,in,1

the,land,1

land,it,1

it,sits,1

sits,on,1

on,is,1

is,reportedly,1

reportedly,the,1

the,most,1

most,valuable,1

valuable,acres,1

acres,of,1

of,land,1

land,in,1

in,florida,1

florida,after,1

after,i,1

i,bought,1

bought,it,1

it,i,1

i,wanted,1

wanted,people,1

people,to,1

to,know,1

know,how,1

how,proud,1

proud,and,1

and,grateful,1

grateful,i,1

i,am,1

am,to,1

to,be,1

be,an,1

an,american,1

american,so,1

so,i,1

i,decided,1

decided,to,1

to,fly,1

fly,an,1

an,american,1

american,flag,1

flag,in,1

in,front,1

front,of,1

of,my,1

my,house,1

house,an,1

an,american,1

american,flag,1

flag,that,1

that,nobody,1

nobody,could,1

could,miss,1

miss,a,1

a,flag,1

flag,fitting,1

fitting,for,1

for,this,1

this,beautiful,1

beautiful,house,1

so,i,1

i,raised,1

raised,an,1

an,extra,1

extra,large,1

large,flag,1

flag,feet,1

feet,by,1

by,feet,1

feet,on,1

on,an,1

an,foot,1

foot,high,1

high,flagpole,1

watching,that,1

that,flag,1

flag,catch,1

catch,the,1

the,wind,1

wind,and,1

and,fly,1

fly,proudly,1

proudly,was,1

was,a,1

a,beautiful,1

beautiful,sight,1

sight,except,1

except,the,1

the,city,1

city,of,1

of,palm,1

palm,beach,1

beach,decided,1

decided,my,1

my,flag,1

flag,was,1

was,too,1

too,big,1

big,they,1

they,claimed,1

claimed,it,1

it,exceeded,1

exceeded,zoning,1

zoning,regulations,1

regulations,who,1

who,knew,1

knew,there,1

there,was,1

was,a,1

a,law,1

law,about,1

about,the,1

the,size,1

size,of,1

of,flag,1

flag,you,1

you,are,1

are,allowed,1

allowed,to,1

to,fly,1

fly,when,1

when,i,1

i,politely,1

politely,informed,1

informed,them,1

them,i,1

i,had,1

had,no,1

no,intention,1

intention,of,1

of,taking,1

taking,down,1

down,my,1

my,american,1

american,flag,1

flag,they,1

they,began,1

began,fining,1

fining,me,1

me,a,1

a,day,1

day,until,1

until,i,1

i,removed,1

removed,it,1

as,i,1

i,said,1

said,at,1

at,the,1

the,time,1

time,the,1

the,town,1

town,council,1

council,of,1

of,palm,1

palm,beach,1

beach,should,1

should,be,1

be,ashamed,1

ashamed,of,1

of,itself,1

itself,theyre,1

theyre,fining,1

fining,me,1

me,for,1

for,putting,1

putting,up,1

up,the,1

the,american,1

american,flag,1

flag,the,1

the,day,1

day,you,1

you,need,1

need,a,1

a,permit,1

permit,to,1

to,put,1

put,up,1

up,an,1

an,american,1

american,flag,1

flag,that,1

that,will,1

will,be,1

be,a,1

a,very,1

very,sad,1

sad,day,1

day,for,1

for,this,1

this,country,1

my,guess,1

guess,is,1

is,you,1

you,know,1

know,what,1

what,i,1

i,did,1

did,next,1

next,i,1

i,filed,1

filed,a,1

a,lawsuit,1

lawsuit,against,1

against,the,1

the,town,1

town,for,1

for,million,1

million,claiming,1

claiming,my,1

my,first,1

first,eighth,1

eighth,and,1

and,fourteenth,1

fourteenth,amendment,1

amendment,rights,1

rights,were,1

were,being,1

being,violated,1

violated,as,1

as,we,1

we,wrote,1

wrote,in,1

in,that,1

that,lawsuit,1

lawsuit,a,1

a,smaller,1

smaller,flag,1

flag,and,1

and,pole,1

pole,on,1

on,mar,1

mar,a,1

a,lagos,1

lagos,property,1

property,would,1

would,be,1

be,lost,1

lost,given,1

given,the,1

the,propertys,1

propertys,massive,1

massive,size,1

size,look,1

look,silly,1

silly,instead,1

instead,of,1

of,making,1

making,a,1

a,statement,1

statement,and,1

and,most,1

most,importantly,1

importantly,would,1

would,fail,1

fail,to,1

to,appropriately,1

appropriately,express,1

express,the,1

the,magnitude,1

magnitude,of,1

of,donald,1

donald,j,1

j,trumps,1

trumps,and,1

and,the,1

the,club,1

club,members,1

members,patriotism,1

those,fines,1

fines,added,1

added,up,1

up,to,1

to,by,1

by,the,1

the,time,1

time,we,1

we,had,1

had,worked,1

worked,out,1

out,a,1

a,deal,1

deal,with,1

with,the,1

the,city,1

city,rather,1

rather,than,1

than,paying,1

paying,the,1

the,fine,1

fine,i,1

i,donated,1

donated,to,1

to,iraq,1

iraq,war,1

war,veterans,1

veterans,charities,1

i,actually,1

actually,thought,1

thought,that,1

that,issue,1

issue,was,1

was,done,1

done,but,1

but,in,1

in,the,1

the,city,1

city,of,1

of,rancho,1

rancho,palos,1

palos,verdes,1

verdes,california,1

california,wanted,1

wanted,me,1

me,to,1

to,lower,1

lower,the,1

the,foot,1

foot,high,1

high,flagpole,1

flagpole,flying,1

flying,over,1

over,my,1

my,golf,1

golf,course,1

course,on,1

on,the,1

the,pacific,1

pacific,ocean,1

ocean,one,1

one,of,1

of,the,1

the,officials,1

officials,who,1

who,wanted,1

wanted,me,1

me,to,1

to,lower,1

lower,it,1

it,admitted,1

admitted,this,1

this,flag,1

flag,now,1

now,has,1

has,become,1

become,a,1

a,symbol,1

symbol,and,1

and,to,1

to,the,1

the,people,1

people,in,1

in,this,1

this,community,1

community,this,1

this,flag,1

flag,symbolizes,1

symbolizes,patriotism,1

so,we,1

we,won,1

won,that,1

that,fight,1

as,we,1

we,all,1

all,know,1

know,the,1

the,flag,1

flag,is,1

is,much,1

much,more,1

more,than,1

than,a,1

a,red,1

red,white,1

white,and,1

and,blue,1

blue,cloth,1

cloth,rectangle,1

rectangle,it,1

it,is,1

is,a,1

a,symbol,1

symbol,to,1

to,me,1

me,to,1

to,you,1

you,and,1

and,to,1

to,people,1

people,around,1

around,the,1

the,world,1

world,it,1

it,represents,1

represents,equality,1

equality,hope,1

hope,and,1

and,fairness,1

fairness,it,1

it,represents,1

represents,great,1

great,courage,1

courage,and,1

and,sacrifice,1

everyone,has,1

has,heard,1

heard,me,1

me,talking,1

talking,about,1

about,our,1

our,immigration,1

immigration,problem,1

problem,well,1

well,there,1

there,is,1

is,an,1

an,important,1

important,reason,1

reason,that,1

that,people,1

people,are,1

are,willing,1

willing,to,1

to,risk,1

risk,their,1

their,lives,1

lives,to,1

to,get,1

get,into,1

into,this,1

this,country,1

country,in,1

in,more,1

more,than,1

than,million,1

million,people,1

people,had,1

had,applied,1

applied,and,1

and,were,1

were,waiting,1

waiting,to,1

to,legally,1

legally,emigrate,1

emigrate,to,1

to,the,1

the,united,1

united,statesthat,1

statesthat,list,1

list,even,1

even,includes,1
